CustomerID,AccountID,TypeOfAccount,AccountTypeNum,PrimarySecondaryType,ZipCode,DigitalCustomer,TransactionTotal,Churn,BranchNumber,CurrentBalance,CurrentInterestRate,MonthsOpen,PlanNumber,AverageMonthlyAmount,CustomerAge,QuarterlyAverageAmount,DaysSinceContact,Bank,eStatementFlag,OnlineFlag,LegacyBranchNumber,OpeningAmount,CloseReasonCode
66AB5D92-6962-450F-A3EA-4F41CD6D16AF,097FC32F-CD39-4693-B00F-0081256697EF,CD,1,2,8037,0,191.69,0,41,28895.46,1.98,9,87,28895.46,84,28853.54,272,3,0,0,0,28551.4,0
B30330F0-DB49-4C88-A946-3129E41A3A8D,C4C20C11-06A2-4F25-A2FB-0106DB4A6FC1,SV,2,1,8723,0,501.03,0,1,10602.97,0.03,22,11,10577.95,8,10459.94,49,1,0,0,0,17710.29,0
8344F9FE-5A88-4A1D-BE1D-1E09E29E71F7,297AD10F-E9FA-4947-AFA1-00CB0AA8FBE4,DD,0,2,8724,0,14685.08,0,12,290000,1.49,36,230,287085.29,68,284003.82,46,1,0,0,0,107692.03,0
693ED26A-1A85-4208-852F-C873FA2FD504,8AD2DB66-EEAB-4031-9933-00213DC0F71B,DD,0,1,7726,1,#N/A,0,123,76.35,0,111,214,76.35,59,76.35,245,4,1,0,0,50,0
C04C34F0-4FFC-4D09-BFFD-E167B567E57C,7257B6D1-D9CA-40DC-B399-002EC2F0BD11,DD,0,2,8723,0,-193.09,0,1,122.47,0,112,215,122.47,40,431.91,57,1,1,0,0,550,0
91095BEA-BEBF-4E29-8313-05AE73AD9C14,5D2A5233-CA45-47B1-9E8A-00807067C0AB,DD,0,1,8087,1,-412.47,0,16,941.87,0,115,215,766.47,43,817.69,45,1,1,0,0,376.75,0
04ED6FC7-745F-4082-944B-98AA8254565D,A4C61E51-E26B-48D3-B5A0-00B5085F6A9A,DD,0,1,8724,0,-7906.16,0,15,18199.82,0,232,215,18199.82,50,22377.31,53,1,0,0,0,729.98,0
C1147A1C-4D06-4C7E-8972-CEF6F44CC27D,81AB79D5-ED3B-4DB1-9595-00CDB6CFD5E3,DD,0,2,7719,0,95778.98,0,3,324149.63,1.98,308,135,322025.09,43,324079.65,46,1,1,0,0,978.78,0
67084E38-FED4-4156-93E0-85A8CD0E8AE1,B8ED2ECB-2FFE-4031-9CE7-00BBD2C16D91,DD,0,1,8736,0,5106,0,12,7579.18,0.01,108,135,9142.51,68,5284.71,46,1,0,0,0,200,0
48EE471D-710C-47EC-9DF4-327CA3B406E0,C42388DF-0299-4486-96FC-011F569FA302,SV,2,2,8225,1,3.17,0,67,25373.62,0.03,41,10,25373.62,73,25373.04,376,3,0,0,0,0,0
48A49C81-313F-45A4-8894-9E297EAC4091,BC48DA09-0A15-4794-8E30-00A5AF4F151F,DD,0,1,8087,1,#N/A,0,18,540.01,0,233,214,540.01,64,540.01,669,1,1,0,115,0,0
A9E17904-AE7A-4D6C-BCCF-03F0BFDD406F,91163B7B-1A8D-4E85-8135-00156A087587,DD,0,2,8527,0,0,0,1,155.53,0,261,215,155.53,45,155.53,127,1,1,0,0,1794,0
9FCB7F7F-3DC6-4FD8-8090-ADE48A01A1FD,82B5102A-47CE-4226-A71E-00D4FE4186D6,DD,0,2,8759,0,54339.89,0,8,64675.46,0.05,282,135,64528.61,86,68662.67,46,1,0,0,0,10,0
3699808A-E77B-4DC2-96AB-E3C00DACBDF5,5B913766-FC12-41B0-94B8-0020E3A8B03B,CD,1,1,8108,0,14.42,0,118,7644.99,0.75,133,45,7644.99,78,7650.15,810,4,0,0,0,8643.97,0
1B75DD8D-D8CF-4EDC-8664-F55AA2ACF7A8,CD835D39-8477-4A64-B771-0106286B5EC6,DD,0,1,33433,0,380.23,0,130,69509.47,0.5,135,4,69509.47,88,69483.96,372,4,0,0,0,1000,0
46488879-566A-4DF3-8E3A-120EFB6D4060,67C065E8-A8D0-4F9E-A98C-003543CAEBF7,DD,0,1,8037,1,700,0,41,680,0,5,215,680,44,695.24,59,3,0,0,0,700,0
A18B8A80-FB1A-41A0-ABDA-529D111EDA52,ADEAADFB-6FC2-46A6-A4B1-0037CE69F57B,SV,2,1,8742,1,-9477.25,0,3,1524.27,0.03,16,11,1524.27,59,5433.34,57,1,1,0,0,9260,0
F73662F1-F62E-4A2C-859D-FBC527FFE59C,59EB1578-CCD5-482B-A535-011C8CD63C13,DD,0,1,8724,0,1912.94,0,1,7933.34,0,358,215,7475.23,0,7663.5,47,1,0,0,0,200,0
FF0A920B-F9DB-400A-AF3E-34B8E868139D,0A82E56C-5AC6-4B3E-BD93-00DF022FCAC9,DD,0,1,7731,1,-3634.18,0,1,3540.17,0,236,137,3758.42,44,3466.37,46,1,1,0,0,1000,0
2C3A791B-CD39-490E-AE5D-E016BA6C3AA5,CA75C567-27B8-4FFA-A116-00F788B430D6,DD,0,1,7746,1,-2153.34,0,126,838.62,0,22,214,380.63,31,376.09,45,4,1,0,0,350,0
7252C294-6C5B-4C18-9F49-7703062A38E3,440F2BB7-FEF4-4795-9840-007A4C7DBFEF,SV,2,1,8234,1,3278.35,0,48,9689.71,0.03,262,10,9689.71,69,10578.85,52,3,1,0,68,3890.37,0
17E5FFAD-2784-4EC8-A434-DAC03814FBD0,4A22519A-49C1-405C-AA0D-011B5E54975F,DD,0,2,8244,0,-1053.76,0,64,539.43,0,175,179,527.66,53,65.6,46,3,0,0,46,194.71,0
6534D8DA-A626-4E52-B6FF-D92E7CC66E08,E559B0AE-30BE-4860-BF58-00B6480A4E24,SV,2,2,8201,0,-2943.75,0,109,25999.15,0.03,521,10,25935.67,82,25926.92,50,1,0,0,0,0,0
F8625648-74DA-4574-8788-486ACFCE731F,9FC392B1-C0D5-4592-ADC9-009F328265F5,CD,1,2,8332,1,22.57,0,134,4538.56,1,39,42,4536.31,63,4534.4,358,5,0,0,0,8913.93,0
820CEA41-8A49-4354-A0C4-FDE85781CEA5,ED35E379-577F-4BF8-9461-00D07498B646,DD,0,1,7735,0,52.86,0,125,70735.49,0.3,85,4,70735.49,76,70730.69,461,4,0,0,29,52000,0
FF785754-5556-4DB4-818C-74E3A8727821,2BBCE3CA-449B-4BDB-AE29-0024E9193B4F,DD,0,2,8742,0,#N/A,0,15,0,0,58,11,0,22,0,388,1,0,0,0,233.46,0
4E56FB4D-2BC8-4C84-9DE7-F7F8A1A73C74,2860F699-EC35-4A8B-8BB8-00A500B6B854,SV,2,1,8360,0,-3300,0,134,2300,0.05,164,189,2237.49,60,1807.37,46,5,0,0,98,50,0
A771FF5F-C2D8-4F80-B4BF-9276AA082641,CFC8C56A-BA0F-45EC-8121-00948AF45AA6,DD,0,1,8753,0,#N/A,0,9,1980.87,0,392,215,1980.87,77,1980.87,335,1,0,0,32,3640.49,0
6ADB73A6-84BF-4399-A19F-C83715487E38,D6A93D32-C640-4EAC-94DF-002F8CB7CC3B,DD,0,2,8226,1,-2312.1,0,62,4262.57,0,96,137,3973.67,25,2470.01,48,3,1,0,0,0,0
F4A13E9D-5D10-40FD-96CD-E12425B2F85A,CDD1A195-C6A2-42A0-B883-00063FF326DB,SV,2,2,8721,1,#N/A,0,9,1.1,0.03,134,211,1.1,14,1.09,553,1,1,0,0,15,0
296696F8-AA1E-4880-B6BB-E647AFA2DA6D,A37B5D19-6A25-4FAA-B6C0-00E053F4B251,DD,0,1,8270,0,#N/A,0,63,0,0,354,215,0,51,0,291,3,0,0,0,0,0
152DBB0C-D911-4705-9974-8BD234347EB4,8995D3E0-8A18-4512-B549-00E114C9C77C,SV,2,2,8722,0,0.25,0,11,1945.38,0.03,118,211,1945.38,16,1945.28,634,1,0,0,0,30,0
A329780F-25DE-433F-BF0F-EA08200CA815,168E6A05-1CBB-4C6A-9342-00451898769F,SV,2,1,8759,1,0.09,0,10,1082.29,0.03,238,115,1082.29,67,1082.23,610,1,0,0,0,400,0
A725B7B2-2421-4D28-A7C0-259286DBEE52,960769E5-5E7A-4FA8-86EF-04C758BFCD49,CD,1,2,8724,1,-3983.45,1,3,0,0.45,203,21,0,58,820.98,97,1,0,0,0,3000,6
708D77ED-B8D7-4D48-9E1D-D925BED3F019,981EF70E-6AE9-4ECA-B7F3-01085BED2C90,DD,0,2,8758,1,-4614.65,0,20,8638,0.01,140,135,8637.97,79,6722.28,55,1,1,0,24,1327,0
D2B56CBD-2B28-4C35-946B-64264CCFB96D,EF488831-87E2-41F6-B33E-006919F7D7C0,DD,0,2,8361,0,424.37,0,54,2423.64,0,359,137,2261.02,58,3524.15,46,3,1,0,0,0,0
4B598F9C-7DEC-42F0-A528-3A3CCAB350EA,EF69957B-9752-4179-94EC-0117B9C75739,DD,0,1,8753,1,-4219.38,0,9,3121.63,0.01,126,135,3268.33,27,3133.64,46,1,0,0,32,73.94,0
A3DA2A69-9035-4B4F-959A-C5AA2C958D1D,EEAF6A5F-5897-4FA8-B26B-00CBE39AF803,DD,0,2,8004,0,#N/A,0,77,0,0,182,70,0,0,0,396,1,0,0,0,0,0
0C4F9173-7457-401A-94CB-80ED295B033C,9CDDAF81-243B-438E-A40F-002FDB46D368,DD,0,1,8015,1,#N/A,0,106,15.07,0,18,232,15.07,35,15.07,229,4,0,0,0,150,0
7C145C93-1F19-411B-8AC9-D6E1A3EE41DF,B2CDE2C5-9888-4957-B5BB-0064EC9E8411,SV,2,1,8742,1,-120.61,0,2,1154.55,0.03,30,11,914.11,63,296.73,48,1,1,0,0,7170,0
0DEB07EB-7F70-4BD1-90A5-1D93A2632FDB,499B86B4-53F2-4468-8791-01247DDE455A,DD,0,2,8330,1,-10.86,0,91,2.25,0,12,11,6,18,11.9,50,3,0,0,0,219.02,0
8BE6358D-A2FC-4EFB-AE16-426F43E883DA,332D209F-DE3C-4234-AA40-0002C7C79ECA,DD,0,2,8527,0,2.81,0,1,20.79,0,50,134,20.79,60,781.19,78,1,1,0,0,300,0
A2816529-209E-452C-B36F-53D7273AE873,997CDE74-C204-4FAA-8BFB-010F7BA36F23,SV,2,1,8721,0,0.13,0,23,1007.16,0.03,124,211,1007.16,14,1007.11,249,1,0,0,0,55,0
E77ECD1E-FA4A-4C01-BD95-056F3F7D7567,C50E1C1C-1EC7-44FF-B8C6-00FA3C7799F6,SV,2,2,8302,0,#N/A,0,53,10,0.03,8,210,10,0,10,225,3,0,0,0,10,0
1268C4D5-1F58-4E1E-8621-CD39D834D6A8,F02980F3-4144-490F-9407-01056F296A04,SV,2,1,8092,1,-17776.07,0,18,100090.28,0.5,149,10,100090.28,73,100053.63,136,1,0,0,115,70000,0
F15222F4-BE4B-4DD7-BDA9-9E5D8A0B3C63,B527B9E0-26DB-4F22-ACED-00C303012304,DD,0,2,8260,0,-3406.99,0,35,23447.37,0.01,289,135,20412.53,65,19311.09,46,3,0,0,0,400,0
9EC7A69B-9D0B-4C5D-8502-892B809D3FD3,3CEE7D01-B3DC-4E62-878D-006E42347761,SV,2,1,8723,0,-126.96,0,1,401.39,0.03,225,11,401.39,63,401.37,67,1,0,0,0,2305.81,0
03DC53C3-1DBD-4F7B-90E2-C218A3EEAD27,2E6A1AF6-ACD1-496F-802A-009D106D2F97,CD,1,1,8406,0,6.81,1,109,0,0.65,75,42,4206.56,70,4024.95,46,1,0,0,112,4158.93,6
47592913-409F-407C-A75B-4C09BD62A716,05E76A5D-FB61-4361-B231-00CA50ED020F,DD,0,1,8096,0,2276.21,0,55,4517.49,0,200,215,4533.73,81,6403.75,46,3,0,0,50,0,0
6B91BFD9-541B-49D0-82D3-2016CD6C10FF,CCB08C72-6455-4B65-B934-00BE114C3867,DD,0,1,8360,0,-1500.25,0,134,4278.74,0,571,214,4113.56,90,3750.15,48,5,0,0,98,0,0
D2C6CB2C-6A64-4F18-8770-69BB9A2D5D18,A6510CE4-C660-4F85-8D2B-011CEF1A754C,DD,0,1,8534,0,545.57,0,108,16493.93,0.05,214,134,16493.6,82,16420.79,94,4,0,0,0,0,0
ABC2D3D8-BEF7-4647-AAAA-0A4D3D630DA6,994360CA-D81F-4302-B5BD-007EAA2FC578,DD,0,1,8234,1,4921.72,0,44,5288.48,0,88,137,4757.44,35,1222.29,47,3,1,0,69,600,0
174078E7-C36A-4331-AFED-36D97A31B396,B6421F18-02D0-4354-AB4C-011549594B04,SV,2,1,8757,0,-47334.77,0,8,152590.29,2.03,308,11,152590.29,90,151669.73,53,1,0,0,0,91391.01,0
00C2E756-72AE-40DD-BC4B-EBC020674359,4881467D-3021-44D6-B2E5-0013243743CF,DD,0,1,8234,1,#N/A,0,77,0,0,51,70,0,76,0,1079,1,0,0,0,0,0
E910E8B4-3BB8-4799-A5D8-E7EC21E5CD81,26F7940A-14CC-436B-99C0-0111A3F8990D,DD,0,2,8087,1,-293.63,0,18,1070.09,0,108,237,1265.08,76,1456.57,46,1,0,0,115,50,0
C3F5ED34-F9C9-4A75-BE5D-30AD814885C8,AACC1ADB-3115-46E2-A1FD-00237E950EE2,DD,0,1,8210,0,262.49,0,33,521.69,0,295,137,521.69,85,796.51,90,3,0,0,0,555,0
651B1240-BEA1-497F-A561-8FC551D844C3,E654C8C7-EA00-4B1F-A55C-00E953DF1093,DD,0,1,8078,0,33.44,0,119,31520.56,0.2,24,4,32518.06,75,32346.81,47,4,0,0,0,10000,0
2C685C50-E9BA-41CF-B9F2-25425BE4A8B6,E1167E2C-A5C4-4509-8E61-0020196CAF85,DD,0,1,8225,1,13.97,0,44,750.21,0,89,185,1080.97,64,995.38,46,3,1,0,0,119.01,0
C7F1A8CA-B3C0-4207-B6DA-D39EA41D50A1,789B2968-CBCA-4B96-A871-00429D8D0CBB,CD,1,1,8087,0,1.57,0,45,2483,0.25,178,19,2483,71,2482.44,5345,3,0,0,0,2439.91,0
428CE0FF-53E4-41EE-AC48-7A01DB9F03C1,CBBB3426-93E4-45CB-A9D9-0124C8EAAC42,DD,0,1,8012,1,#N/A,0,77,0,0,140,70,0,75,0,687,1,0,0,0,0,0
7B3D429D-DCC7-4FDC-8CDA-E02C80551BDC,8DD9A4AB-5FD4-4025-A06C-0006FFFC65D9,SV,2,2,8721,0,-329.63,0,23,0.59,0.03,54,210,56.84,19,62.42,45,1,1,0,0,326.61,0
20522CEA-5E0E-4E69-8E21-1BF338FE5E4D,53AE2637-0AAF-4305-913F-002550FB4B39,DD,0,1,8050,1,-1095,0,16,1000,0,47,185,1000,31,1612.88,60,1,1,1,0,60,0
CE1C1424-6234-440A-8A15-03DC4FB3D6F6,9A25970C-C201-44E1-9D01-00B0D95CF444,DD,0,2,7058,1,4485.44,0,130,4344.6,0,13,215,4344.6,97,5314.85,54,4,1,0,0,3119.43,0
1BFFA852-BD5F-40EB-9DC4-63A35CDCA68F,9D6C3CF0-8BF2-46AA-9CEC-0087B29DC729,SV,2,1,8319,0,0.18,0,91,2539.92,0.03,137,10,2539.92,14,2539.8,231,3,0,0,0,0,0
3058021B-269A-4CB7-9763-E2AF995ECBDA,26B75396-698D-4F91-813C-0009C79B83E7,DD,0,2,0,0,-439.32,0,52,1201.05,0,104,215,1288.61,78,1020.1,46,3,0,0,0,0,0
F1612EC5-B3AA-4095-B0F9-46A4536AD942,C6131560-E04D-4CC0-BF12-00AA80043046,DD,0,2,8361,0,4189.3,0,54,51907.51,0.15,51,134,52194.5,66,52436.71,47,3,0,0,131,25000,0
09A83973-6641-4170-AD50-13E8FEC758C8,17A97B28-D9E1-434F-AC30-03B27282735C,SV,2,1,7719,0,1138.88,1,13,0,0.03,19,11,0,64,4904.71,66,1,0,0,0,1480.93,1
9A37723C-82D9-441E-BB35-35E4D09A3169,F8409B99-A713-4B99-818C-018B9046BBDD,DD,0,1,8070,1,-4401.99,1,56,0,0,20,215,0,34,22.02,89,3,1,0,0,140,0
FBBBB739-8D84-46F3-9F44-BD6CC91BCA48,D7B43F9C-CE8D-4805-8595-0076D19E2575,DD,0,1,8401,1,-28.21,0,109,4321.1,0,165,214,4321.1,62,4064.33,54,1,0,0,112,100,0
7FF86106-92E6-4BAC-9A65-F24A1C852785,4F5AE0B7-6268-4B41-AC8D-04D556C9F18D,SV,2,1,8406,1,-10.81,1,64,0,0.03,64,10,0,25,0,410,3,0,0,46,94.64,0
173A328C-CE08-480F-824F-528BD62668FB,99FC121B-E209-4025-A944-011BF4EDED8B,SV,2,1,8361,0,-44.97,0,52,166.19,0.03,80,11,166.19,6,185.72,853,3,0,0,57,0,0
A82BD3EA-16B2-4908-AF98-350189808A2E,B8B22B55-D4BD-4591-91A1-0010315B008A,CD,1,1,8088,0,2.21,0,103,3515.29,0.25,292,19,3515.29,60,3515.96,3630,4,0,0,0,3500.25,0
6D8EDF57-BEA9-4CCB-8B8B-9F6C3A79797A,CC1F91B2-26F9-4136-ACB8-00E0E2B02BE8,DD,0,1,8360,0,-384.07,0,135,432.23,0,43,215,517.97,67,495.24,47,5,0,0,0,100,0
B431FE28-16A3-457A-B9A5-A5100EF9005A,5E489651-888B-4E99-ACFB-026E239E1BB6,CD,1,1,8087,0,-101984.04,1,18,0,0.3,53,20,0,89,21132.83,97,1,0,0,115,101508.01,3
8E0EB851-ACDE-400F-8300-0C6F02DD3FB2,78A729DD-D17C-4045-904E-004A66E2D11A,CD,1,2,8234,0,10.52,0,48,12501.12,0.25,179,19,12501.12,65,12498.66,563,3,0,0,0,12199.18,0
8F2B2BBB-0E97-4C1C-9BCA-25DDD7735F45,286FC627-9B2D-4BF0-9943-00F2ADA234CE,DD,0,2,8037,0,-123.27,0,93,11.28,0,32,12,44.35,19,135.29,50,3,0,0,0,60,0
FF62F9D9-C3FC-425C-BCA1-4A205C40C7D3,CDDC6E05-A5FC-4039-9EAD-059F9AB912AB,CD,1,1,8317,0,-5678.88,1,48,0,0.25,160,19,0,61,3510.17,69,3,0,0,0,5000,6
452A1229-875E-40E3-8FFE-34BB739F850F,93314065-FC4A-4DD9-B167-00F38489D4B9,SV,2,2,8724,0,0.36,0,3,3638.64,0.03,312,11,3638.64,90,3638.46,279,1,0,0,0,148422.2,0
D56E5119-AE23-42C3-BDF6-A4BD55C9FCF7,73FD6D47-9EFC-42FF-ADCE-00C6DDE8F450,DD,0,1,8087,1,#N/A,0,77,0,0,66,70,0,55,0,624,1,0,0,0,0,0
AE8D9E90-A86F-4A04-98B9-F12D24C8C86B,B291D7DF-7BF7-4257-AD08-0074B2DC7736,SV,2,1,8757,0,-72107.34,0,8,54607.64,0.03,42,10,54607.64,78,54606.28,139,1,0,0,0,141330.49,0
966CC261-8F5E-4D8F-97A1-A5AACECA46F6,2BBCE3CA-449B-4BDB-AE29-0024E9193B4F,DD,0,1,8742,1,#N/A,0,15,0,0,58,11,0,22,0,388,1,0,0,0,233.46,0
4CFF5AFF-D880-48BA-A54F-4D7FCBBB20B9,60431558-BA97-4944-9887-01259E8D127F,DD,0,1,8406,1,-2644.64,0,67,2320.83,0,189,137,2611.38,33,3308.79,47,3,1,0,0,250,0
2153E99D-F40F-4A02-A01D-11EF7795AEB8,AD4AB33C-F520-450B-BD0F-0081C073A730,DD,0,1,8204,1,#N/A,0,77,0,0,84,70,0,56,0,614,1,0,0,0,0,0
ECA984F7-1E30-4A68-915D-307554F35BBE,B5AE480E-03BF-4DF4-BFCD-0058C9F040C4,DD,0,1,8724,0,1395.11,0,2,28811.16,0.05,287,134,29176.12,80,28200.95,48,1,1,0,0,900,0
391B231A-B800-47AA-A7FA-9DB9A99C2B60,9FA08305-27ED-4970-8675-0086227B6EE6,CD,1,1,8323,0,-1237.94,1,53,0,0.25,185,19,0,15,637.5,76,3,0,0,0,1,2
10F25C0C-84B2-4C3F-9E9D-35AD7B790AAC,68017CC2-17C7-487F-8D97-027B568F10E9,CD,1,1,8723,1,-15308.85,1,7,0,0.3,19,20,0,65,4753.71,90,1,0,0,0,15000,2
082D2365-741F-4817-88D8-92FC3BA71D0D,8A5FA7C9-59A6-48FE-826C-002374BDDA4D,SV,2,1,8234,1,-334.72,0,48,71338.77,0.03,166,10,70849.15,57,72091.13,47,3,1,0,68,0,0
10DB76C9-0378-4D44-B98C-40D02E20D767,EC612E83-2D23-478A-87E7-00EFC7707FB8,SV,2,1,8731,1,0.08,0,9,781.06,0.03,87,11,781.06,92,781.02,1709,1,0,0,0,72711.07,0
F74ABDE9-41B2-48F9-AE0B-1A6A5854513E,E864964F-6830-4CD7-BC2F-0052E8B07362,DD,0,1,7722,1,5045.62,0,125,5751.6,0,236,214,5782.01,51,5313.49,49,4,1,0,0,0,0
C0C13D4D-1605-4702-A8F1-E4660893464D,99A98FF0-DC0E-40EC-9FA8-0085C1AF6B47,DD,0,2,8753,0,#N/A,0,7,0,0,261,135,0,63,0,1835,1,0,0,0,350,0
B62A811F-DCA5-4C0C-9404-297B5B9EA63B,8F2A0399-A5C5-49ED-9BEB-00C1F45CCA7A,DD,0,1,8753,0,942.25,0,8,2058.44,0,89,215,2299.11,62,2467.04,45,1,0,0,0,630,0
B06BB1CF-D14F-4ADE-A9BB-3A9AC3D26F67,495690BF-E419-4396-941F-044D59D425E4,DD,0,1,8812,0,-254662.57,1,107,0,0.5,28,4,0,67,154054.04,70,4,0,0,0,250000,2
28293BD7-3850-4C75-AF70-94F4E48B07F9,40234951-5415-40B4-BA21-0018D0F50080,DD,0,1,8087,1,-4105.71,0,18,954.81,0,95,135,1275.79,32,684.14,45,1,1,0,0,2000,0
C5D192E4-98F7-450B-B6B8-0E2548737CD3,7A7B53C1-9A2F-4B35-9569-003666C53FA2,SV,2,2,8406,1,-3998.53,0,109,1119.33,0.15,93,210,1119.33,19,1119.07,134,1,1,0,112,100,0
01A562E8-969D-403B-97A5-54872978D688,D65A4601-4F5E-45A2-83A3-0039F5175414,SV,2,2,8360,0,1579.33,0,134,2809.31,0.03,344,10,2869.31,68,2558.83,47,5,0,0,98,0,0
B20A0706-65BE-4EF8-B2D9-C2279B9EB3DA,CB1E91C5-8531-4A0A-9BB5-0022A0CE3FA4,CD,1,1,8087,0,1.77,0,18,2810.26,0.25,122,19,2810.26,49,2810.87,2563,1,0,0,115,2791.24,0
04CE3881-ED06-400E-A125-6B545B67A1C5,F6D7261A-8CBC-401B-A18F-008C04E54529,DD,0,1,7747,1,-4847.63,0,125,2846.62,0,85,214,2687.27,47,3378.24,45,4,1,0,0,60,0
99B83D99-14EB-4EB8-9C8A-8B0E580FB75A,28D980EF-03E4-42BB-A8E4-0075EFB4EA1A,DD,0,1,8050,0,-449.94,0,20,1824.33,0,169,215,2593.56,70,1874.79,47,1,0,0,0,2525,0
9D586C37-1DE7-49BF-84E0-5B480DF5B87C,099DBBEB-3CF2-4E71-832B-00DA52457263,SV,2,1,8109,0,10.19,0,118,1813.09,0.03,168,10,1813.09,83,1809.98,91,4,0,0,0,839.01,0
D4369698-C689-4079-AD6D-C85ACEA492EB,B7E4F15A-98B8-4881-B589-00CB432024A4,DD,0,1,8108,0,#N/A,0,77,0,0,196,70,0,57,0,47,1,0,0,0,0,0
3A8595F9-F262-400B-93F2-F30732320FB6,D65A4601-4F5E-45A2-83A3-0039F5175414,SV,2,1,8302,0,1579.33,0,134,2809.31,0.03,344,10,2869.31,68,2558.83,47,5,0,0,98,0,0
D6B7975C-14B7-4D1D-B290-6CC490FF0395,1DBA2449-B981-4F9D-AD6B-021DC259CD8A,DD,0,1,8223,1,#N/A,1,63,0,0,78,215,0,73,0,239,3,1,0,0,0,0
6832A30F-E088-408E-BFB1-569CE47FFEEE,058F1A21-91F8-4E00-A8AD-000E97A1A6FD,DD,0,1,8088,1,#N/A,0,77,0,0,147,70,0,68,0,491,1,0,0,0,0,0
1DDBE6D4-6C87-410E-BED1-E8B9D9FE96A4,3EBB0850-C1DC-457B-B8D7-00694889AD9F,DD,0,1,7755,1,5744.95,0,30,23425.41,0.05,300,134,22357.2,58,19918.6,48,2,1,0,124,0,0
44797064-D8D4-4909-91FC-EC07550556BE,4A42546A-4A55-44AB-8C19-00DE42A72B7B,SV,2,2,8029,0,-2999.28,0,119,6172.23,0.03,198,10,6172.23,82,6171.93,165,4,0,0,0,12029.64,0
E2D70089-F5F4-4559-991E-70AB5251D685,E0E91DD0-48A1-483F-9A6D-01054F088384,SV,2,1,8742,0,150.29,0,3,4232.45,0.03,93,11,4232.45,70,3989.58,57,1,0,0,0,636,0
215B7FFB-D0B0-4E3E-929C-5B143FABE828,5965E88E-EA8F-4FCE-9BDD-000B05C95882,SV,2,2,8751,0,#N/A,0,11,50.39,0.03,129,211,50.39,30,50.39,979,1,0,0,0,30,0
09227BD0-162A-40C9-9C87-6E5567B7DFBF,182341E7-0452-40EF-86B9-00A799E6C28F,DD,0,1,19806,1,0,0,77,0,0,204,70,0,50,0,75,1,0,0,0,0,0
3DFE64B8-1D7C-44C2-AA3E-F05CBF36A2C9,0F97FDFC-FF47-4AB8-A423-001712018A5F,CD,1,2,8012,0,-1814.48,0,55,20479.97,0.45,164,21,20479.97,89,20488.18,141,3,0,0,120,27024.9,0
EC08DEFF-303E-408F-8B43-3FDB2F36AA3B,1CCF8E73-7F00-4675-9CF2-02D3DECBFC72,SV,2,1,8005,0,-85,1,10,0,0.03,11,10,0,19,31.73,80,1,0,0,0,100,1
1D96ECBC-FD6B-4F05-AC20-DE7A9D4AB397,F51461BE-563C-4C29-936E-00F51A5563BC,DD,0,1,8205,1,-548.52,0,45,20.75,0,19,11,15.74,16,20.48,49,3,1,0,0,50,0
C7E9C634-7D0B-4512-8818-73B5A07FD65D,95497FB5-9BB0-4A02-A64D-005312B17BBC,DD,0,1,8226,1,-2480.84,0,63,993.36,0,302,215,1829.96,61,1348.87,45,3,0,0,0,200,0
75E854A4-80B3-414B-9D93-AA3D8D359F8E,D6FBD41C-5C9C-4FEE-88A5-0433F05FC014,SV,2,1,8527,1,0,1,22,0,0.03,3,10,0,53,2765.81,83,1,0,1,0,16207,6
7A6AAAE2-C445-4587-921B-9966CE638AB4,AE389E37-115C-4FC4-9728-00EE0697F91B,SV,2,1,8361,1,461.23,0,134,40704.04,0.25,45,10,40704.04,23,40696.54,113,5,0,0,0,36071.23,0
7B679C78-05E3-4151-A182-E1E9DAFC5A77,2251DCF2-BB66-4941-96FA-00CC5868F192,CD,1,2,8302,1,8.61,0,53,7596.53,0.45,77,21,7596.53,11,7593.83,2304,3,0,0,0,7355.52,0
DB09261D-277C-44B7-BE3C-1FE0607FA911,6CAC9EE9-BE50-49C7-A735-00A525F2A62D,DD,0,1,8068,0,-2859.86,0,103,299.16,0,232,214,462.31,53,579.84,45,4,0,0,0,0,0
BAF36D78-210D-4E0F-8EA7-6B8EF7FCDB1F,5E71489D-256A-4EFD-A182-00D079CE1607,DD,0,1,8402,1,-3657.59,0,67,1882.66,0.01,151,134,1206.01,57,1805.59,45,3,1,0,113,300,0
1EA02484-76F6-471E-84A4-A452DB775B16,7D82C5D7-79AF-49B6-A5E7-0047CC834302,DD,0,1,8360,0,-121.78,0,134,153.38,0,55,214,153.38,49,159.66,120,5,0,0,98,100,0
AF5DF17A-5404-4184-AA82-D9B74305DE19,89146B2A-4B19-4F21-87BF-00AF2920970B,DD,0,1,8005,0,-2310.93,0,1,785.26,0,248,215,1532.25,0,669.92,46,1,0,0,0,100,0
61033313-0840-4895-8FCC-21976C38465F,4EC4F59C-C9D1-44F2-B6CE-008C2D309E7B,DD,0,1,8753,1,-2521.88,0,9,168.83,0,248,215,519.79,47,468.45,45,1,0,0,0,257.84,0
93451EF5-A3AE-4125-A7BC-D0704324C86B,37C653CA-2052-4251-B777-00318CF456C7,SV,2,2,8514,0,0.2,0,11,1698.99,0.03,95,10,1698.99,21,1698.91,579,1,0,0,0,1000,0
D4BD060B-BEB0-4873-9DE3-EB6A368E2C4E,3DC33364-662E-4DFC-BE5F-00C827405F90,SV,2,1,8759,1,-341.92,0,11,21.62,0.03,36,114,21.62,20,68.67,88,1,1,0,0,110,0
